Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
kirby127b_3_1_ax.img	Thalamus_L	6473	65.0000	271.0000	197.6120	22.4848	
kirby127b_3_1_ax.img	Thalamus_R	6624	54.0000	267.0000	201.7431	26.0822	
kirby127b_3_1_ax.img	BasalForebrain_L	3281	44.0000	301.0000	201.5143	43.3309	
kirby127b_3_1_ax.img	BasalForebrain_R	3150	57.0000	328.0000	201.6179	43.4114	
kirby127b_3_1_ax.img	midbrain_L	5196	84.0000	299.0000	234.6226	26.7128	
kirby127b_3_1_ax.img	midbrain_R	5339	82.0000	329.0000	240.1832	29.2704	
kirby127b_3_1_ax.img	Cerebellum_R	58648	1.0000	242.0000	122.7643	34.9906	
kirby127b_3_1_ax.img	Cerebellum_L	60185	2.0000	266.0000	110.7982	33.3927	
kirby127b_3_1_ax.img	Pons_L	7492	56.0000	290.0000	226.4868	26.0570	
kirby127b_3_1_ax.img	Pons_R	8078	42.0000	297.0000	233.1208	24.6042	
kirby127b_3_1_ax.img	Medulla_L	2331	7.0000	267.0000	201.6267	38.6483	
kirby127b_3_1_ax.img	Medulla_R	2510	40.0000	264.0000	210.1506	30.6821	
kirby127b_3_1_ax.img	ant_DPWM_L	28450	9.0000	263.0000	201.0293	20.9550	
kirby127b_3_1_ax.img	ant_DPWM_R	29836	16.0000	284.0000	203.7613	18.3352	
kirby127b_3_1_ax.img	post_DPWM_L	5690	28.0000	243.0000	182.7547	27.9088	
kirby127b_3_1_ax.img	post_DPWM_R	4526	14.0000	248.0000	200.9488	34.1522	
kirby127b_3_1_ax.img	CorpusCallosum_L	12254	33.0000	291.0000	214.1013	33.6508	
kirby127b_3_1_ax.img	CorpusCallosum_R	13152	15.0000	299.0000	221.1932	31.8443	
kirby127b_3_1_ax.img	inf_DPWM_L	19607	18.0000	265.0000	190.0948	26.7554	
kirby127b_3_1_ax.img	inf_DPWM_R	18704	18.0000	278.0000	211.4448	31.5968	
kirby127b_3_1_ax.img	InternalCapsule_L	5433	150.0000	279.0000	221.8544	19.2465	
kirby127b_3_1_ax.img	InternalCapsule_R	5526	161.0000	288.0000	229.4621	17.2750	
kirby127b_3_1_ax.img	LimbicWM_L	7436	28.0000	293.0000	198.8786	36.7969	
kirby127b_3_1_ax.img	LimbicWM_R	7685	34.0000	302.0000	202.9738	39.9531	
kirby127b_3_1_ax.img	AnteriorLateralVentricle_L	15509	0.0000e+00	249.0000	34.7958	29.3450	
kirby127b_3_1_ax.img	PosteriorLateralVentricle_L	4908	0.0000e+00	184.0000	29.6411	29.4816	
kirby127b_3_1_ax.img	InferiorLateralVentricle_L	834	1.0000	210.0000	72.3424	45.4827	
kirby127b_3_1_ax.img	AnteriorLateralVentricle_R	13924	0.0000e+00	234.0000	36.6097	30.5206	
kirby127b_3_1_ax.img	PosteriorLateralVentricle_R	4404	0.0000e+00	220.0000	34.8777	35.4384	
kirby127b_3_1_ax.img	InferiorLateralVentricle_R	882	1.0000	238.0000	77.4503	44.5445	
kirby127b_3_1_ax.img	III_ventricle	2386	15.0000	250.0000	79.6348	37.2932	
kirby127b_3_1_ax.img	CerebellumWM_R	13306	99.0000	267.0000	207.4500	25.9943	
kirby127b_3_1_ax.img	CerebellumWM_L	12539	94.0000	250.0000	189.9053	23.9668	
kirby127b_3_1_ax.img	FrontSul_L	14816	0.0000e+00	98.0000	32.5927	17.4165	
kirby127b_3_1_ax.img	FrontSul_R	10866	0.0000e+00	97.0000	31.7031	18.0362	
kirby127b_3_1_ax.img	CentralSul_L	2084	0.0000e+00	87.0000	27.2972	15.8633	
kirby127b_3_1_ax.img	CentralSul_R	1722	0.0000e+00	101.0000	32.9101	17.6755	
kirby127b_3_1_ax.img	SylAntInsularSul_L	1538	0.0000e+00	115.0000	36.0125	19.5541	
kirby127b_3_1_ax.img	SylAntInsularSul_R	1138	0.0000e+00	115.0000	41.4293	21.0487	
kirby127b_3_1_ax.img	SylPostInsularSul_L	1718	1.0000	122.0000	34.5891	19.4403	
kirby127b_3_1_ax.img	SylPostInsularSul_R	1558	1.0000	112.0000	39.6541	19.6018	
kirby127b_3_1_ax.img	SylExtSMG_L	605	0.0000e+00	77.0000	24.4048	18.0420	
kirby127b_3_1_ax.img	SylExtSMG_R	298	4.0000	77.0000	32.1492	15.3557	
kirby127b_3_1_ax.img	ParietSul_L	8559	0.0000e+00	94.0000	29.9877	17.7326	
kirby127b_3_1_ax.img	ParietSul_R	9587	0.0000e+00	99.0000	29.6100	18.4077	
kirby127b_3_1_ax.img	CinguSul_L	1448	1.0000	118.0000	50.5431	19.5811	
kirby127b_3_1_ax.img	CinguSul_R	1510	2.0000	161.0000	49.8315	22.8940	
kirby127b_3_1_ax.img	OcciptSul_L	1809	1.0000	102.0000	33.2581	18.2867	
kirby127b_3_1_ax.img	OcciptSul_R	1997	0.0000e+00	133.0000	37.6737	20.6919	
kirby127b_3_1_ax.img	TempSul_L	1067	2.0000	106.0000	37.3678	16.5040	
kirby127b_3_1_ax.img	TempSul_R	825	3.0000	125.0000	42.7540	18.7848	
kirby127b_3_1_ax.img	IV_ventricle	2728	3.0000	247.0000	67.1813	39.6675	



Type2-L5 Statistics

kirby127b_3_1_ax.img	SF_L	20816	6.0000	213.0000	104.6321	43.5914	
kirby127b_3_1_ax.img	SF_R	17546	7.0000	211.0000	107.2804	42.9179	
kirby127b_3_1_ax.img	SF_PFC_L	21884	6.0000	234.0000	123.0912	50.8921	
kirby127b_3_1_ax.img	SF_PFC_R	20322	3.0000	226.0000	121.9006	47.8008	
kirby127b_3_1_ax.img	SF_pole_L	3472	4.0000	226.0000	106.0570	36.3717	
kirby127b_3_1_ax.img	SF_pole_R	5685	5.0000	204.0000	104.5911	34.6826	
kirby127b_3_1_ax.img	MF_L	17121	2.0000	217.0000	108.7971	44.4166	
kirby127b_3_1_ax.img	MF_R	18471	11.0000	215.0000	111.7212	43.7223	
kirby127b_3_1_ax.img	MF_DPFC_L	21404	8.0000	227.0000	105.9250	42.9520	
kirby127b_3_1_ax.img	MF_DPFC_R	22649	15.0000	226.0000	108.1049	41.1406	
kirby127b_3_1_ax.img	IF_opercularis_L	6371	1.0000	222.0000	117.2147	47.8354	
kirby127b_3_1_ax.img	IF_opercularis_R	7485	15.0000	221.0000	131.5849	47.6478	
kirby127b_3_1_ax.img	IF_orbitalis_L	7995	2.0000	235.0000	132.5420	50.4533	
kirby127b_3_1_ax.img	IF_orbitalis_R	6329	9.0000	233.0000	128.3692	48.2821	
kirby127b_3_1_ax.img	IF_triangularis_L	8882	4.0000	227.0000	137.1005	49.7952	
kirby127b_3_1_ax.img	IF_triangularis_R	7222	12.0000	218.0000	133.1373	46.6016	
kirby127b_3_1_ax.img	LFO_L	7122	10.0000	246.0000	130.3355	43.2980	
kirby127b_3_1_ax.img	LFO_R	6572	18.0000	240.0000	124.1295	39.4060	
kirby127b_3_1_ax.img	MFO_L	7336	7.0000	273.0000	139.0648	47.5639	
kirby127b_3_1_ax.img	MFO_R	6706	13.0000	264.0000	133.7557	42.6990	
kirby127b_3_1_ax.img	R_L	9446	13.0000	353.0000	135.2457	47.3217	
kirby127b_3_1_ax.img	R_R	9711	23.0000	294.0000	140.6745	47.4435	
kirby127b_3_1_ax.img	PoC_L	19176	9.0000	215.0000	108.0526	40.3231	
kirby127b_3_1_ax.img	PoC_R	19928	5.0000	221.0000	114.0266	41.4422	
kirby127b_3_1_ax.img	PrC_L	27246	2.0000	221.0000	109.8333	41.8909	
kirby127b_3_1_ax.img	PrC_R	31830	4.0000	226.0000	119.1665	43.4172	
kirby127b_3_1_ax.img	SP_L	15132	7.0000	216.0000	120.8722	47.0330	
kirby127b_3_1_ax.img	SP_R	14372	11.0000	226.0000	129.2993	50.4138	
kirby127b_3_1_ax.img	SM_L	12633	7.0000	202.0000	101.8496	40.2541	
kirby127b_3_1_ax.img	SM_R	14016	7.0000	229.0000	112.7673	43.6078	
kirby127b_3_1_ax.img	A_L	11028	4.0000	200.0000	99.7527	38.8300	
kirby127b_3_1_ax.img	A_R	18322	1.0000	219.0000	106.4058	41.9513	
kirby127b_3_1_ax.img	PrCu_L	10269	2.0000	220.0000	101.3397	39.0571	
kirby127b_3_1_ax.img	PrCu_R	9135	7.0000	223.0000	104.0032	39.6524	
kirby127b_3_1_ax.img	ST_L	21594	6.0000	249.0000	120.6686	46.5484	
kirby127b_3_1_ax.img	ST_R	19210	3.0000	263.0000	137.9182	52.4283	
kirby127b_3_1_ax.img	ST_L_pole	6075	1.0000	235.0000	108.7436	35.0927	
kirby127b_3_1_ax.img	ST_R_pole	6592	8.0000	231.0000	112.5385	33.1798	
kirby127b_3_1_ax.img	MT_L	25510	0.0000e+00	252.0000	119.7644	51.2171	
kirby127b_3_1_ax.img	MT_R	27560	2.0000	256.0000	134.9658	54.4368	
kirby127b_3_1_ax.img	MT_L_pole	4193	12.0000	249.0000	134.1311	46.8532	
kirby127b_3_1_ax.img	MT_R_pole	4918	28.0000	258.0000	135.9890	43.9867	
kirby127b_3_1_ax.img	IT_L	18576	7.0000	255.0000	118.3589	43.9949	
kirby127b_3_1_ax.img	IT_R	17784	4.0000	265.0000	132.1665	44.6690	
kirby127b_3_1_ax.img	PHG_L	1205	22.0000	207.0000	137.4801	24.5438	
kirby127b_3_1_ax.img	PHG_R	1232	24.0000	237.0000	149.9211	32.3923	
kirby127b_3_1_ax.img	ENT_L	941	28.0000	216.0000	146.3329	21.6499	
kirby127b_3_1_ax.img	ENT_R	1088	58.0000	239.0000	149.2494	27.2430	
kirby127b_3_1_ax.img	Fu_L	19431	3.0000	262.0000	119.5287	39.8110	
kirby127b_3_1_ax.img	Fu_R	19499	4.0000	273.0000	136.6436	43.4844	
kirby127b_3_1_ax.img	SO_L	5668	3.0000	206.0000	131.6087	44.7670	
kirby127b_3_1_ax.img	SO_R	6077	17.0000	227.0000	143.1440	45.9525	
kirby127b_3_1_ax.img	MO_L	28262	2.0000	206.0000	110.2177	41.6674	
kirby127b_3_1_ax.img	MO_R	26374	3.0000	228.0000	125.6692	48.1978	
kirby127b_3_1_ax.img	IO_L	6272	3.0000	187.0000	102.3595	37.1605	
kirby127b_3_1_ax.img	IO_R	7730	0.0000e+00	236.0000	131.0056	49.3774	
kirby127b_3_1_ax.img	Cu_L	12090	4.0000	223.0000	121.1067	41.6204	
kirby127b_3_1_ax.img	Cu_R	11608	3.0000	235.0000	121.4149	44.6828	
kirby127b_3_1_ax.img	LG_L	16654	1.0000	267.0000	132.9119	43.7260	
kirby127b_3_1_ax.img	LG_R	13904	3.0000	278.0000	142.8192	50.7602	
kirby127b_3_1_ax.img	rostral_ACC_L	2880	21.0000	217.0000	113.6567	27.9073	
kirby127b_3_1_ax.img	rostral_ACC_R	3604	18.0000	194.0000	106.2085	23.9903	
kirby127b_3_1_ax.img	subcallosal_ACC_L	596	29.0000	269.0000	164.9919	46.8143	
kirby127b_3_1_ax.img	subcallosal_ACC_R	622	24.0000	255.0000	140.0000	37.1884	
kirby127b_3_1_ax.img	subgenual_ACC_L	1850	22.0000	292.0000	162.9565	41.6613	
kirby127b_3_1_ax.img	subgenual_ACC_R	1688	4.0000	280.0000	152.6984	42.2321	
kirby127b_3_1_ax.img	dorsal_ACC_L	15207	8.0000	238.0000	115.6194	37.9725	
kirby127b_3_1_ax.img	dorsal_ACC_R	14320	13.0000	253.0000	110.4519	32.7073	
kirby127b_3_1_ax.img	PCC_L	9347	10.0000	264.0000	144.7080	47.2446	
kirby127b_3_1_ax.img	PCC_R	12046	16.0000	266.0000	142.1294	50.2951	
kirby127b_3_1_ax.img	Insula_L	7419	1.0000	195.0000	107.2975	23.2051	
kirby127b_3_1_ax.img	Insula_R	7336	10.0000	231.0000	114.1940	24.9307	
kirby127b_3_1_ax.img	Amyg_L	2024	16.0000	241.0000	144.8144	20.9270	
kirby127b_3_1_ax.img	Amyg_R	2411	45.0000	242.0000	154.8756	20.9353	
kirby127b_3_1_ax.img	Hippo_L	4025	29.0000	232.0000	143.3098	24.5598	
kirby127b_3_1_ax.img	Hippo_R	3854	33.0000	254.0000	153.1130	25.8309	
kirby127b_3_1_ax.img	Caud_L	3592	29.0000	254.0000	162.2603	25.0560	
kirby127b_3_1_ax.img	Caud_R	3742	39.0000	246.0000	162.5022	22.1988	
kirby127b_3_1_ax.img	Put_L	4295	82.0000	256.0000	173.1207	14.7634	
kirby127b_3_1_ax.img	Put_R	4168	93.0000	267.0000	179.8592	16.3098	
kirby127b_3_1_ax.img	GP_L	1332	159.0000	279.0000	220.5910	14.6265	
kirby127b_3_1_ax.img	GP_R	1485	189.0000	288.0000	231.6435	13.4451	
kirby127b_3_1_ax.img	Thalamus_L	6473	65.0000	271.0000	197.6120	22.4848	
kirby127b_3_1_ax.img	Thalamus_R	6624	54.0000	267.0000	201.7431	26.0822	
kirby127b_3_1_ax.img	HypoThalamus_L	674	92.0000	262.0000	191.8592	28.3969	
kirby127b_3_1_ax.img	HypoThalamus_R	762	66.0000	280.0000	198.8299	29.1156	
kirby127b_3_1_ax.img	BasalForebrain_L	2106	53.0000	301.0000	215.1453	41.3790	
kirby127b_3_1_ax.img	BasalForebrain_R	1860	57.0000	328.0000	217.4245	38.9952	
kirby127b_3_1_ax.img	NucAccumbens_L	722	108.0000	248.0000	176.9101	18.2289	
kirby127b_3_1_ax.img	NucAccumbens_R	749	96.0000	236.0000	177.4119	21.0269	
kirby127b_3_1_ax.img	RedNc_L	347	229.0000	282.0000	255.6228	9.7352	
kirby127b_3_1_ax.img	RedNc_R	408	223.0000	286.0000	257.3706	9.6755	
kirby127b_3_1_ax.img	Snigra_L	314	218.0000	277.0000	249.2490	10.9290	
kirby127b_3_1_ax.img	Snigra_R	273	220.0000	289.0000	253.8678	9.9753	
kirby127b_3_1_ax.img	Cerebellum_R	58648	1.0000	242.0000	122.7643	34.9906	
kirby127b_3_1_ax.img	Cerebellum_L	60185	2.0000	266.0000	110.7982	33.3927	
kirby127b_3_1_ax.img	CP_L	2130	84.0000	299.0000	241.1679	26.2064	
kirby127b_3_1_ax.img	CP_R	2180	82.0000	329.0000	251.2946	24.9289	
kirby127b_3_1_ax.img	Midbrain_L	2406	92.0000	286.0000	223.8973	25.6799	
kirby127b_3_1_ax.img	Midbrain_R	2480	86.0000	305.0000	226.0842	29.9313	
kirby127b_3_1_ax.img	CST_L	1724	202.0000	282.0000	240.5035	12.1195	
kirby127b_3_1_ax.img	CST_R	1540	208.0000	285.0000	244.1652	12.2616	
kirby127b_3_1_ax.img	SCP_L	906	56.0000	267.0000	198.5351	36.7410	
kirby127b_3_1_ax.img	SCP_R	933	55.0000	268.0000	215.1403	32.5100	
kirby127b_3_1_ax.img	MCP_L	3086	68.0000	290.0000	224.6200	26.1936	
kirby127b_3_1_ax.img	MCP_R	3192	42.0000	297.0000	234.2323	27.2444	
kirby127b_3_1_ax.img	PCT_L	668	205.0000	280.0000	239.9694	12.8653	
kirby127b_3_1_ax.img	PCT_R	699	204.0000	282.0000	245.2302	12.8377	
kirby127b_3_1_ax.img	Medulla_L	2331	7.0000	267.0000	201.6267	38.6483	
kirby127b_3_1_ax.img	Medulla_R	2510	40.0000	264.0000	210.1506	30.6821	
kirby127b_3_1_ax.img	ML_L	866	182.0000	261.0000	224.7448	12.4001	
kirby127b_3_1_ax.img	ML_R	1082	135.0000	273.0000	230.8624	13.5289	
kirby127b_3_1_ax.img	Pons_L	245	160.0000	261.0000	224.2059	16.6465	
kirby127b_3_1_ax.img	Pons_R	634	103.0000	258.0000	217.6496	19.3692	
kirby127b_3_1_ax.img	ACR_L	12910	122.0000	263.0000	213.7137	14.3707	
kirby127b_3_1_ax.img	ACR_R	13850	126.0000	284.0000	212.0455	15.3544	
kirby127b_3_1_ax.img	SCR_L	14354	138.0000	241.0000	192.5499	12.6114	
kirby127b_3_1_ax.img	SCR_R	14853	145.0000	250.0000	198.9333	11.7316	
kirby127b_3_1_ax.img	PCR_L	4875	147.0000	224.0000	191.1044	8.5620	
kirby127b_3_1_ax.img	PCR_R	3838	163.0000	248.0000	211.8868	9.5374	
kirby127b_3_1_ax.img	GCC_L	2493	61.0000	291.0000	233.3804	28.7080	
kirby127b_3_1_ax.img	GCC_R	2831	69.0000	299.0000	233.8491	27.4182	
kirby127b_3_1_ax.img	BCC_L	4224	33.0000	263.0000	202.5403	35.0766	
kirby127b_3_1_ax.img	BCC_R	4368	15.0000	266.0000	207.0508	35.3070	
kirby127b_3_1_ax.img	SCC_L	5537	37.0000	287.0000	214.2425	30.4477	
kirby127b_3_1_ax.img	SCC_R	5954	46.0000	285.0000	225.5517	26.9493	
kirby127b_3_1_ax.img	PVWl_L	366	18.0000	220.0000	142.1508	44.7311	
kirby127b_3_1_ax.img	PVWl_R	405	18.0000	243.0000	148.6439	55.7476	
kirby127b_3_1_ax.img	ALIC_L	2282	160.0000	279.0000	226.3898	21.0274	
kirby127b_3_1_ax.img	ALIC_R	2430	161.0000	288.0000	229.0188	19.2593	
kirby127b_3_1_ax.img	PLIC_L	3152	150.0000	273.0000	218.5712	17.1124	
kirby127b_3_1_ax.img	PLIC_R	3096	171.0000	279.0000	229.8101	15.5323	
kirby127b_3_1_ax.img	RLIC_L	2992	134.0000	258.0000	214.5187	17.3653	
kirby127b_3_1_ax.img	RLIC_R	3168	159.0000	276.0000	236.3614	16.0178	
kirby127b_3_1_ax.img	EC_L	3596	103.0000	232.0000	172.6522	22.3547	
kirby127b_3_1_ax.img	EC_R	3430	107.0000	252.0000	185.5693	21.5053	
kirby127b_3_1_ax.img	CGC_L	3182	112.0000	251.0000	201.7488	26.5041	
kirby127b_3_1_ax.img	CGC_R	3530	96.0000	252.0000	199.2785	28.3181	
kirby127b_3_1_ax.img	CGH_L	1822	116.0000	263.0000	209.9499	27.0129	
kirby127b_3_1_ax.img	CGH_R	1684	131.0000	285.0000	222.9494	31.5104	
kirby127b_3_1_ax.img	Fx/ST_L	1487	73.0000	269.0000	204.9500	28.9958	
kirby127b_3_1_ax.img	Fx/ST_R	1472	48.0000	302.0000	220.0946	33.0311	
kirby127b_3_1_ax.img	Fx_L	946	28.0000	293.0000	158.3490	59.9263	
kirby127b_3_1_ax.img	Fx_R	1001	34.0000	285.0000	157.2326	53.9671	
kirby127b_3_1_ax.img	IFO_L	1694	99.0000	253.0000	185.1021	30.0211	
kirby127b_3_1_ax.img	IFO_R	1842	82.0000	268.0000	187.2319	29.6466	
kirby127b_3_1_ax.img	PTR_L	7193	47.0000	247.0000	186.5606	19.1608	
kirby127b_3_1_ax.img	PTR_R	5735	96.0000	278.0000	212.7037	23.7586	
kirby127b_3_1_ax.img	SS_L	3768	92.0000	265.0000	200.9933	23.8227	
kirby127b_3_1_ax.img	SS_R	4125	76.0000	278.0000	229.0434	21.6674	
kirby127b_3_1_ax.img	SFO_L	315	144.0000	246.0000	209.5191	23.4493	
kirby127b_3_1_ax.img	SFO_R	248	138.0000	240.0000	196.1845	24.6658	
kirby127b_3_1_ax.img	SLF_L	6329	100.0000	215.0000	182.0508	14.6700	
kirby127b_3_1_ax.img	SLF_R	7888	115.0000	237.0000	201.1683	13.7170	
kirby127b_3_1_ax.img	Cl_L	402	44.0000	194.0000	146.1224	19.2396	
kirby127b_3_1_ax.img	Cl_R	436	57.0000	204.0000	143.9780	23.2990	
kirby127b_3_1_ax.img	Mammillary_R	93	64.0000	254.0000	178.1558	52.7198	
kirby127b_3_1_ax.img	Mammillary_L	100	58.0000	266.0000	202.1205	41.8892	
kirby127b_3_1_ax.img	LV_Frontal_L	6956	0.0000e+00	248.0000	35.9531	27.6162	
kirby127b_3_1_ax.img	LV_body_L	8069	0.0000e+00	226.0000	29.1129	23.0145	
kirby127b_3_1_ax.img	LV_atrium_L	4548	0.0000e+00	180.0000	28.1119	26.8955	
kirby127b_3_1_ax.img	LV_Occipital_L	360	1.0000	184.0000	48.9600	48.0450	
kirby127b_3_1_ax.img	LV_Inferior_L	834	1.0000	210.0000	72.3424	45.4827	
kirby127b_3_1_ax.img	LV_Frontal_R	5906	0.0000e+00	216.0000	42.3142	29.7648	
kirby127b_3_1_ax.img	LV_body_R	7643	0.0000e+00	234.0000	28.6014	24.2583	
kirby127b_3_1_ax.img	LV_atrium_R	4288	0.0000e+00	220.0000	32.4780	31.7711	
kirby127b_3_1_ax.img	LV_Occipital_R	117	23.0000	198.0000	123.2680	48.0613	
kirby127b_3_1_ax.img	LV_Inferior_R	882	1.0000	238.0000	77.4503	44.5445	
kirby127b_3_1_ax.img	III_ventricle	2386	15.0000	250.0000	79.6348	37.2932	
kirby127b_3_1_ax.img	PVWa_L	873	9.0000	241.0000	149.7758	47.2459	
kirby127b_3_1_ax.img	PVWa_R	887	16.0000	228.0000	157.3572	39.0187	
kirby127b_3_1_ax.img	PVWp_L	815	28.0000	243.0000	132.8041	45.6930	
kirby127b_3_1_ax.img	PVWp_R	688	14.0000	246.0000	139.9023	52.6689	
kirby127b_3_1_ax.img	CerebellumWM_R	13306	99.0000	267.0000	207.4500	25.9943	
kirby127b_3_1_ax.img	CerebellumWM_L	12539	94.0000	250.0000	189.9053	23.9668	
kirby127b_3_1_ax.img	FrontSul_L	14816	0.0000e+00	98.0000	32.5927	17.4165	
kirby127b_3_1_ax.img	FrontSul_R	10866	0.0000e+00	97.0000	31.7031	18.0362	
kirby127b_3_1_ax.img	CentralSul_L	2084	0.0000e+00	87.0000	27.2972	15.8633	
kirby127b_3_1_ax.img	CentralSul_R	1722	0.0000e+00	101.0000	32.9101	17.6755	
kirby127b_3_1_ax.img	SylAntInsularSul_L	1538	0.0000e+00	115.0000	36.0125	19.5541	
kirby127b_3_1_ax.img	SylAntInsularSul_R	1138	0.0000e+00	115.0000	41.4293	21.0487	
kirby127b_3_1_ax.img	SylPostInsularSul_L	1718	1.0000	122.0000	34.5891	19.4403	
kirby127b_3_1_ax.img	SylPostInsularSul_R	1558	1.0000	112.0000	39.6541	19.6018	
kirby127b_3_1_ax.img	SylExtSMG_L	605	0.0000e+00	77.0000	24.4048	18.0420	
kirby127b_3_1_ax.img	SylExtSMG_R	298	4.0000	77.0000	32.1492	15.3557	
kirby127b_3_1_ax.img	ParietSul_L	8559	0.0000e+00	94.0000	29.9877	17.7326	
kirby127b_3_1_ax.img	ParietSul_R	9587	0.0000e+00	99.0000	29.6100	18.4077	
kirby127b_3_1_ax.img	CinguSul_L	1448	1.0000	118.0000	50.5431	19.5811	
kirby127b_3_1_ax.img	CinguSul_R	1510	2.0000	161.0000	49.8315	22.8940	
kirby127b_3_1_ax.img	OcciptSul_L	1809	1.0000	102.0000	33.2581	18.2867	
kirby127b_3_1_ax.img	OcciptSul_R	1997	0.0000e+00	133.0000	37.6737	20.6919	
kirby127b_3_1_ax.img	TempSul_L	1067	2.0000	106.0000	37.3678	16.5040	
kirby127b_3_1_ax.img	TempSul_R	825	3.0000	125.0000	42.7540	18.7848	
kirby127b_3_1_ax.img	Caudate_tail_L	364	44.0000	229.0000	137.5182	37.0629	
kirby127b_3_1_ax.img	Caudate_tail_R	328	51.0000	242.0000	146.6777	38.3324	
kirby127b_3_1_ax.img	Chroid_LVetc_L	485	33.0000	249.0000	112.7772	33.9518	
kirby127b_3_1_ax.img	Chroid_LVetc_R	376	12.0000	220.0000	109.8786	37.9900	
kirby127b_3_1_ax.img	IV_ventricle	2728	3.0000	247.0000	67.1813	39.6675	

