Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	
mkirby849a_3_1_ax_MNI.img	midbrain_L	5332	88.6923	199.6359	164.9368	14.4635	
mkirby849a_3_1_ax_MNI.img	midbrain_R	5349	86.8792	207.1547	164.5534	15.7957	
mkirby849a_3_1_ax_MNI.img	Cerebellum_R	76874	16.2645	192.8298	115.8735	29.5798	
mkirby849a_3_1_ax_MNI.img	Cerebellum_L	78039	14.3551	196.0254	117.1218	29.1898	
mkirby849a_3_1_ax_MNI.img	Pons_L	8614	64.0012	190.5970	161.0460	14.5163	
mkirby849a_3_1_ax_MNI.img	Pons_R	8742	79.3945	188.8058	161.1723	12.6536	
mkirby849a_3_1_ax_MNI.img	Medulla_L	2296	49.5922	197.2566	155.3005	24.0181	
mkirby849a_3_1_ax_MNI.img	Medulla_R	2502	60.1097	193.0854	157.5928	20.5408	
mkirby849a_3_1_ax_MNI.img	AnteriorWM_L	31266	43.1954	188.7411	165.2983	9.0645	
mkirby849a_3_1_ax_MNI.img	AnteriorWM_R	32016	66.0015	190.8539	165.0713	8.0266	
mkirby849a_3_1_ax_MNI.img	PosteriorWM_L	7804	62.6689	178.5771	161.9096	15.9543	
mkirby849a_3_1_ax_MNI.img	PosteriorWM_R	7097	62.8497	179.1262	162.0004	16.1723	
mkirby849a_3_1_ax_MNI.img	CorpusCallosum_L	14377	76.9058	188.7761	162.7981	12.5230	
mkirby849a_3_1_ax_MNI.img	CorpusCallosum_R	14423	82.0733	186.0496	162.7969	12.1305	
mkirby849a_3_1_ax_MNI.img	InferiorWM_L	28137	55.7539	194.9180	162.2533	14.1274	
mkirby849a_3_1_ax_MNI.img	InferiorWM_R	26006	56.6326	192.9800	162.7197	13.3278	
mkirby849a_3_1_ax_MNI.img	LimbicWM_L	7408	50.7206	195.0376	151.0974	19.1847	
mkirby849a_3_1_ax_MNI.img	LimbicWM_R	7252	53.9555	186.0624	151.4523	18.3769	
mkirby849a_3_1_ax_MNI.img	LateralVentricle_L	8748	3.3614	149.6179	47.4547	27.4536	
mkirby849a_3_1_ax_MNI.img	LateralVentricle_R	7283	5.4548	141.0492	52.6965	27.6900	
mkirby849a_3_1_ax_MNI.img	III_ventricle	1802	19.8657	135.6818	69.4535	24.6506	
mkirby849a_3_1_ax_MNI.img	FrontSul_L	18891	0.5831	94.6972	34.7687	18.1101	
mkirby849a_3_1_ax_MNI.img	FrontSul_R	15077	0.7604	104.0994	39.3408	18.7516	
mkirby849a_3_1_ax_MNI.img	CentralSul_L	2860	3.4689	113.7315	39.8006	19.1581	
mkirby849a_3_1_ax_MNI.img	CentralSul_R	2077	4.1485	95.3850	44.9821	19.5362	
mkirby849a_3_1_ax_MNI.img	TempSul_L	3856	6.0162	105.3731	51.7038	16.4428	
mkirby849a_3_1_ax_MNI.img	TempSul_R	3259	10.3312	99.2870	56.5507	15.5228	
mkirby849a_3_1_ax_MNI.img	ParietSul_L	10290	0.9533	97.3227	41.8452	18.7865	
mkirby849a_3_1_ax_MNI.img	ParietSul_R	9984	0.7566	95.1730	39.4389	19.4338	
mkirby849a_3_1_ax_MNI.img	CinguSul_L	4302	9.2652	93.9152	50.4280	16.9963	
mkirby849a_3_1_ax_MNI.img	CinguSul_R	3738	5.8466	93.2063	46.6155	16.9652	
mkirby849a_3_1_ax_MNI.img	OcciptSul_L	2254	2.9267	94.2063	45.2255	19.2494	
mkirby849a_3_1_ax_MNI.img	OcciptSul_R	2709	7.3211	99.2213	52.8389	16.7286	
mkirby849a_3_1_ax_MNI.img	IV_ventricle	2939	12.7226	159.2490	56.0271	25.7191	



Type2-L4 Statistics

mkirby849a_3_1_ax_MNI.img	Frontal_L	136337	17.0321	188.8059	114.6892	35.3477	
mkirby849a_3_1_ax_MNI.img	Frontal_R	137555	18.2305	192.8618	116.2614	34.2255	
mkirby849a_3_1_ax_MNI.img	Parietal_L	91453	16.4968	188.9857	122.3140	36.0164	
mkirby849a_3_1_ax_MNI.img	Parietal_R	94116	15.4931	190.0124	121.0048	35.6520	
mkirby849a_3_1_ax_MNI.img	Temporal_L	101906	7.5242	192.3164	112.7817	32.7935	
mkirby849a_3_1_ax_MNI.img	Temporal_R	100787	19.4568	187.7982	113.5098	31.9192	
mkirby849a_3_1_ax_MNI.img	Limbic_L	14547	41.1522	182.7175	128.7009	25.0961	
mkirby849a_3_1_ax_MNI.img	Limbic_R	13788	59.3002	176.7803	125.9516	23.3067	
mkirby849a_3_1_ax_MNI.img	Occipital_L	66663	11.4811	189.9759	120.1840	34.4761	
mkirby849a_3_1_ax_MNI.img	Occipital_R	68836	12.0307	195.1301	121.2028	34.9871	
mkirby849a_3_1_ax_MNI.img	Cingulate_L	24219	30.2704	163.8898	96.9844	17.7029	
mkirby849a_3_1_ax_MNI.img	Cingulate_R	25615	20.0039	166.3757	94.5294	17.5352	
mkirby849a_3_1_ax_MNI.img	Insula_L	7010	22.7885	153.3045	96.0783	15.3124	
mkirby849a_3_1_ax_MNI.img	Insula_R	7337	30.2922	148.0538	99.9084	15.6303	
mkirby849a_3_1_ax_MNI.img	Striatum_L	9223	64.8084	169.9657	132.7914	15.4010	
mkirby849a_3_1_ax_MNI.img	Striatum_R	9277	54.4746	176.2646	133.0126	14.9462	
mkirby849a_3_1_ax_MNI.img	GP_L	1469	142.5611	193.3670	165.6017	7.1159	
mkirby849a_3_1_ax_MNI.img	GP_R	1518	142.1790	199.0083	165.9137	7.0356	
mkirby849a_3_1_ax_MNI.img	Thalamus_L	6292	84.2346	179.1910	143.1729	13.8508	
mkirby849a_3_1_ax_MNI.img	Thalamus_R	6293	74.6778	179.9725	142.6914	14.4512	
mkirby849a_3_1_ax_MNI.img	BasalForebrain_L	3304	84.6628	201.1302	142.0179	23.1997	
mkirby849a_3_1_ax_MNI.img	BasalForebrain_R	3263	72.6662	198.8287	141.4350	21.6811	
mkirby849a_3_1_ax_MNI.img	midbrain_L	5332	88.6923	199.6359	164.9368	14.4635	
mkirby849a_3_1_ax_MNI.img	midbrain_R	5349	86.8792	207.1547	164.5534	15.7957	
mkirby849a_3_1_ax_MNI.img	Cerebellum_R	62580	16.2645	171.0296	105.4076	21.2626	
mkirby849a_3_1_ax_MNI.img	Cerebellum_L	64316	14.3551	181.3136	107.4028	21.6204	
mkirby849a_3_1_ax_MNI.img	Pons_L	8614	64.0012	190.5970	161.0460	14.5163	
mkirby849a_3_1_ax_MNI.img	Pons_R	8742	79.3945	188.8058	161.1723	12.6536	
mkirby849a_3_1_ax_MNI.img	Medulla_L	2296	49.5922	197.2566	155.3005	24.0181	
mkirby849a_3_1_ax_MNI.img	Medulla_R	2502	60.1097	193.0854	157.5928	20.5408	
mkirby849a_3_1_ax_MNI.img	ant_DPWM_L	31266	43.1954	188.7411	165.2983	9.0645	
mkirby849a_3_1_ax_MNI.img	ant_DPWM_R	32016	66.0015	190.8539	165.0713	8.0266	
mkirby849a_3_1_ax_MNI.img	post_DPWM_L	7804	62.6689	178.5771	161.9096	15.9543	
mkirby849a_3_1_ax_MNI.img	post_DPWM_R	7097	62.8497	179.1262	162.0004	16.1723	
mkirby849a_3_1_ax_MNI.img	CorpusCallosum_L	14377	76.9058	188.7761	162.7981	12.5230	
mkirby849a_3_1_ax_MNI.img	CorpusCallosum_R	14423	82.0733	186.0496	162.7969	12.1305	
mkirby849a_3_1_ax_MNI.img	inf_DPWM_L	23233	55.7539	194.9180	160.8735	14.6952	
mkirby849a_3_1_ax_MNI.img	inf_DPWM_R	21079	56.6326	191.5866	161.4265	13.9613	
mkirby849a_3_1_ax_MNI.img	InternalCapsule_L	4904	133.6725	194.0039	168.7903	8.3840	
mkirby849a_3_1_ax_MNI.img	InternalCapsule_R	4927	134.8903	192.9800	168.2524	8.1175	
mkirby849a_3_1_ax_MNI.img	LimbicWM_L	7408	50.7206	195.0376	151.0974	19.1847	
mkirby849a_3_1_ax_MNI.img	LimbicWM_R	7252	53.9555	186.0624	151.4523	18.3769	
mkirby849a_3_1_ax_MNI.img	AnteriorLateralVentricle_L	6058	3.3614	132.6738	43.1617	24.4090	
mkirby849a_3_1_ax_MNI.img	PosteriorLateralVentricle_L	1958	5.5601	145.6565	47.0908	26.4090	
mkirby849a_3_1_ax_MNI.img	InferiorLateralVentricle_L	732	5.1839	149.6179	83.9569	26.9383	
mkirby849a_3_1_ax_MNI.img	AnteriorLateralVentricle_R	5149	5.4548	136.5997	48.1748	25.4315	
mkirby849a_3_1_ax_MNI.img	PosteriorLateralVentricle_R	1454	7.7777	139.2989	54.4500	28.1994	
mkirby849a_3_1_ax_MNI.img	InferiorLateralVentricle_R	680	20.0757	141.0492	83.1863	22.8753	
mkirby849a_3_1_ax_MNI.img	III_ventricle	1802	19.8657	135.6818	69.4535	24.6506	
mkirby849a_3_1_ax_MNI.img	CerebellumWM_R	14294	101.4906	192.8298	161.6937	12.1357	
mkirby849a_3_1_ax_MNI.img	CerebellumWM_L	13723	105.3672	196.0254	162.6724	11.7053	
mkirby849a_3_1_ax_MNI.img	FrontSul_L	16941	0.5831	88.2230	33.5073	17.6846	
mkirby849a_3_1_ax_MNI.img	FrontSul_R	13442	0.7604	104.0994	37.9172	18.3497	
mkirby849a_3_1_ax_MNI.img	CentralSul_L	2860	3.4689	113.7315	39.8006	19.1581	
mkirby849a_3_1_ax_MNI.img	CentralSul_R	2077	4.1485	95.3850	44.9821	19.5362	
mkirby849a_3_1_ax_MNI.img	SylAntInsularSul_L	1950	5.3031	94.6972	45.7276	18.0661	
mkirby849a_3_1_ax_MNI.img	SylAntInsularSul_R	1635	6.8996	97.8229	51.0451	17.9039	
mkirby849a_3_1_ax_MNI.img	SylPostInsularSul_L	2434	6.0162	105.3731	48.8997	16.7910	
mkirby849a_3_1_ax_MNI.img	SylPostInsularSul_R	1883	10.3312	99.2870	54.6903	15.8888	
mkirby849a_3_1_ax_MNI.img	SylExtSMG_L	355	15.3256	85.7508	51.1763	15.3181	
mkirby849a_3_1_ax_MNI.img	SylExtSMG_R	110	17.2588	80.5142	48.5573	12.7353	
mkirby849a_3_1_ax_MNI.img	ParietSul_L	9935	0.9533	97.3227	41.5117	18.8132	
mkirby849a_3_1_ax_MNI.img	ParietSul_R	9874	0.7566	95.1730	39.3373	19.4714	
mkirby849a_3_1_ax_MNI.img	CinguSul_L	4302	9.2652	93.9152	50.4280	16.9963	
mkirby849a_3_1_ax_MNI.img	CinguSul_R	3738	5.8466	93.2063	46.6155	16.9652	
mkirby849a_3_1_ax_MNI.img	OcciptSul_L	2254	2.9267	94.2063	45.2255	19.2494	
mkirby849a_3_1_ax_MNI.img	OcciptSul_R	2709	7.3211	99.2213	52.8389	16.7286	
mkirby849a_3_1_ax_MNI.img	TempSul_L	1422	12.6081	89.6245	56.5035	14.6308	
mkirby849a_3_1_ax_MNI.img	TempSul_R	1376	15.5269	95.4223	59.0965	14.6289	
mkirby849a_3_1_ax_MNI.img	IV_ventricle	2939	12.7226	159.2490	56.0271	25.7191	



Type2-L5 Statistics

mkirby849a_3_1_ax_MNI.img	SF_L	18524	26.8268	188.8059	117.7410	36.1404	
mkirby849a_3_1_ax_MNI.img	SF_R	14595	35.5389	183.9507	118.7011	33.9486	
mkirby849a_3_1_ax_MNI.img	SF_PFC_L	18950	25.8064	186.7882	118.0880	38.4197	
mkirby849a_3_1_ax_MNI.img	SF_PFC_R	17301	27.5533	187.0165	119.7122	37.1033	
mkirby849a_3_1_ax_MNI.img	SF_pole_L	2746	26.2525	173.1102	94.2232	24.6098	
mkirby849a_3_1_ax_MNI.img	SF_pole_R	4657	33.4073	178.6198	99.2030	25.7440	
mkirby849a_3_1_ax_MNI.img	MF_L	12363	23.2365	180.1422	112.3762	33.9643	
mkirby849a_3_1_ax_MNI.img	MF_R	14850	32.2874	184.0131	116.9048	33.7464	
mkirby849a_3_1_ax_MNI.img	MF_DPFC_L	15913	21.7952	179.1337	98.5168	31.4871	
mkirby849a_3_1_ax_MNI.img	MF_DPFC_R	15083	33.9890	184.2393	101.9129	31.3832	
mkirby849a_3_1_ax_MNI.img	IF_opercularis_L	4964	31.3383	181.1250	112.9013	34.5119	
mkirby849a_3_1_ax_MNI.img	IF_opercularis_R	6365	21.4760	180.4259	123.3404	34.7027	
mkirby849a_3_1_ax_MNI.img	IF_orbitalis_L	7466	30.1084	183.9747	120.2418	35.3700	
mkirby849a_3_1_ax_MNI.img	IF_orbitalis_R	5845	34.4565	185.9920	121.5921	35.7998	
mkirby849a_3_1_ax_MNI.img	IF_triangularis_L	7371	30.5545	184.9324	128.4454	36.5011	
mkirby849a_3_1_ax_MNI.img	IF_triangularis_R	5400	29.9092	180.4672	120.0381	36.3101	
mkirby849a_3_1_ax_MNI.img	LFO_L	7339	31.3343	178.9189	105.9350	29.4789	
mkirby849a_3_1_ax_MNI.img	LFO_R	7166	28.3303	185.2468	108.2149	30.0072	
mkirby849a_3_1_ax_MNI.img	MFO_L	6817	31.5101	180.0822	109.6149	30.3926	
mkirby849a_3_1_ax_MNI.img	MFO_R	6247	19.4601	182.5090	106.3317	27.5930	
mkirby849a_3_1_ax_MNI.img	R_L	7308	26.5456	180.9595	106.9051	29.1381	
mkirby849a_3_1_ax_MNI.img	R_R	9173	28.8682	192.8618	111.1131	29.9231	
mkirby849a_3_1_ax_MNI.img	PoC_L	27320	16.4968	188.9857	120.7942	33.8009	
mkirby849a_3_1_ax_MNI.img	PoC_R	22660	15.4931	183.5334	119.9905	32.1767	
mkirby849a_3_1_ax_MNI.img	PrC_L	26576	17.0321	188.5802	123.8312	34.5451	
mkirby849a_3_1_ax_MNI.img	PrC_R	30873	18.2305	186.8858	124.7251	33.7106	
mkirby849a_3_1_ax_MNI.img	SP_L	17651	30.0876	186.5552	128.4066	35.9588	
mkirby849a_3_1_ax_MNI.img	SP_R	15698	17.5101	190.0124	128.4369	35.3680	
mkirby849a_3_1_ax_MNI.img	SM_L	14704	18.2986	180.0118	107.3037	31.3623	
mkirby849a_3_1_ax_MNI.img	SM_R	15499	33.1272	182.8578	110.3588	30.5744	
mkirby849a_3_1_ax_MNI.img	A_L	13001	21.8549	182.4906	111.1478	33.8582	
mkirby849a_3_1_ax_MNI.img	A_R	18856	27.0280	182.5349	103.8202	29.8736	
mkirby849a_3_1_ax_MNI.img	PrCu_L	9025	20.1399	184.4508	107.2134	28.9403	
mkirby849a_3_1_ax_MNI.img	PrCu_R	9405	31.9211	181.9096	103.5781	28.6994	
mkirby849a_3_1_ax_MNI.img	ST_L	24444	19.3911	187.9150	118.6364	32.9118	
mkirby849a_3_1_ax_MNI.img	ST_R	21638	19.4568	187.0384	120.3842	31.8198	
mkirby849a_3_1_ax_MNI.img	ST_L_pole	7302	30.7944	181.7908	99.4644	24.7048	
mkirby849a_3_1_ax_MNI.img	ST_R_pole	6871	19.8957	178.2902	100.5090	23.9122	
mkirby849a_3_1_ax_MNI.img	MT_L	27246	21.5638	192.3164	117.4118	37.2528	
mkirby849a_3_1_ax_MNI.img	MT_R	27383	30.9316	187.7982	118.9949	35.9948	
mkirby849a_3_1_ax_MNI.img	MT_L_pole	3392	35.7151	189.5855	112.7726	34.5901	
mkirby849a_3_1_ax_MNI.img	MT_R_pole	3417	37.7487	186.1139	108.1437	31.2112	
mkirby849a_3_1_ax_MNI.img	IT_L	17725	7.5242	180.9819	109.7020	31.5751	
mkirby849a_3_1_ax_MNI.img	IT_R	19615	26.8006	183.8472	108.6122	30.6611	
mkirby849a_3_1_ax_MNI.img	PHG_L	1281	41.1522	150.2512	104.3828	16.8803	
mkirby849a_3_1_ax_MNI.img	PHG_R	1429	59.3002	161.1537	110.9010	15.5920	
mkirby849a_3_1_ax_MNI.img	ENT_L	967	58.8035	148.0800	111.4421	13.5011	
mkirby849a_3_1_ax_MNI.img	ENT_R	845	66.6768	153.1165	112.5194	14.6185	
mkirby849a_3_1_ax_MNI.img	Fu_L	21797	27.3645	185.4201	107.3955	26.7513	
mkirby849a_3_1_ax_MNI.img	Fu_R	21863	23.1338	178.5414	109.1546	26.7205	
mkirby849a_3_1_ax_MNI.img	SO_L	5417	17.0908	181.1478	128.3200	34.5791	
mkirby849a_3_1_ax_MNI.img	SO_R	6494	27.5969	187.5690	135.2256	32.7530	
mkirby849a_3_1_ax_MNI.img	MO_L	28519	11.4811	189.9759	119.4448	37.2123	
mkirby849a_3_1_ax_MNI.img	MO_R	29392	26.7954	189.8510	121.5633	37.0336	
mkirby849a_3_1_ax_MNI.img	IO_L	6794	16.1252	183.4838	116.1398	33.0852	
mkirby849a_3_1_ax_MNI.img	IO_R	9109	32.4852	179.9418	118.8649	34.7240	
mkirby849a_3_1_ax_MNI.img	Cu_L	10366	16.9327	189.9686	120.8058	31.5454	
mkirby849a_3_1_ax_MNI.img	Cu_R	8908	16.5398	183.0126	116.1840	30.3572	
mkirby849a_3_1_ax_MNI.img	LG_L	15567	16.7462	188.2320	120.0581	31.0672	
mkirby849a_3_1_ax_MNI.img	LG_R	14933	12.0307	195.1301	118.8150	32.8884	
mkirby849a_3_1_ax_MNI.img	rostral_ACC_L	2625	37.6190	165.7821	89.1810	17.3259	
mkirby849a_3_1_ax_MNI.img	rostral_ACC_R	2381	29.6342	142.6297	88.8734	14.1410	
mkirby849a_3_1_ax_MNI.img	subcallosal_ACC_L	679	41.7554	166.7555	105.8468	24.9936	
mkirby849a_3_1_ax_MNI.img	subcallosal_ACC_R	981	25.1956	163.0633	103.7842	23.1837	
mkirby849a_3_1_ax_MNI.img	subgenual_ACC_L	2425	42.4908	174.3052	108.5896	20.4121	
mkirby849a_3_1_ax_MNI.img	subgenual_ACC_R	1981	36.8452	163.3403	105.3593	18.4047	
mkirby849a_3_1_ax_MNI.img	dorsal_ACC_L	14118	30.2704	182.7175	104.9097	25.7953	
mkirby849a_3_1_ax_MNI.img	dorsal_ACC_R	12231	32.8689	176.6449	98.2197	21.6258	
mkirby849a_3_1_ax_MNI.img	PCC_L	10860	30.4352	178.7993	118.6861	31.3332	
mkirby849a_3_1_ax_MNI.img	PCC_R	13233	20.0039	176.7803	111.8227	31.7120	
mkirby849a_3_1_ax_MNI.img	Insula_L	7010	22.7885	153.3045	96.0783	15.3124	
mkirby849a_3_1_ax_MNI.img	Insula_R	7337	30.2922	148.0538	99.9084	15.6303	
mkirby849a_3_1_ax_MNI.img	Amyg_L	1932	62.3910	144.7498	111.9197	8.8715	
mkirby849a_3_1_ax_MNI.img	Amyg_R	2163	69.5594	153.2733	114.7259	9.2283	
mkirby849a_3_1_ax_MNI.img	Hippo_L	3879	46.7074	168.4751	109.3123	12.2217	
mkirby849a_3_1_ax_MNI.img	Hippo_R	4159	62.5828	161.0412	108.9378	12.4649	
mkirby849a_3_1_ax_MNI.img	Caud_L	3152	64.8084	165.9928	121.9467	13.6673	
mkirby849a_3_1_ax_MNI.img	Caud_R	3248	75.7570	161.0066	122.8627	12.7021	
mkirby849a_3_1_ax_MNI.img	Put_L	4853	105.0353	169.9657	142.4598	8.9405	
mkirby849a_3_1_ax_MNI.img	Put_R	4714	99.0933	176.2646	142.8506	8.6873	
mkirby849a_3_1_ax_MNI.img	GP_L	1469	142.5611	193.3670	165.6017	7.1159	
mkirby849a_3_1_ax_MNI.img	GP_R	1518	142.1790	199.0083	165.9137	7.0356	
mkirby849a_3_1_ax_MNI.img	Thalamus_L	6292	84.2346	179.1910	143.1729	13.8508	
mkirby849a_3_1_ax_MNI.img	Thalamus_R	6293	74.6778	179.9725	142.6914	14.4512	
mkirby849a_3_1_ax_MNI.img	HypoThalamus_L	665	92.2135	162.8255	130.2473	15.0662	
mkirby849a_3_1_ax_MNI.img	HypoThalamus_R	780	83.2606	175.2225	134.2158	15.4264	
mkirby849a_3_1_ax_MNI.img	BasalForebrain_L	2014	84.6628	201.1302	152.5348	21.4163	
mkirby849a_3_1_ax_MNI.img	BasalForebrain_R	1864	72.6662	198.8287	151.2030	20.5756	
mkirby849a_3_1_ax_MNI.img	NucAccumbens_L	792	97.3460	163.3472	127.2477	10.2570	
mkirby849a_3_1_ax_MNI.img	NucAccumbens_R	849	54.4746	168.5561	126.4544	12.2901	
mkirby849a_3_1_ax_MNI.img	RedNc_L	380	163.6204	189.8631	175.9755	4.8114	
mkirby849a_3_1_ax_MNI.img	RedNc_R	356	162.8259	192.2083	177.0889	5.0080	
mkirby849a_3_1_ax_MNI.img	Snigra_L	372	165.9659	190.2589	177.4579	4.6814	
mkirby849a_3_1_ax_MNI.img	Snigra_R	328	162.5244	192.3543	177.7956	5.1879	
mkirby849a_3_1_ax_MNI.img	Cerebellum_R	62580	16.2645	171.0296	105.4076	21.2626	
mkirby849a_3_1_ax_MNI.img	Cerebellum_L	64316	14.3551	181.3136	107.4028	21.6204	
mkirby849a_3_1_ax_MNI.img	CP_L	1977	102.8692	199.6359	170.0004	13.8000	
mkirby849a_3_1_ax_MNI.img	CP_R	2141	107.8518	207.1547	169.9982	12.8956	
mkirby849a_3_1_ax_MNI.img	Midbrain_L	2603	88.6923	184.6308	157.6900	12.8521	
mkirby849a_3_1_ax_MNI.img	Midbrain_R	2524	86.8792	187.1984	156.4459	15.6471	
mkirby849a_3_1_ax_MNI.img	CST_L	1811	137.1804	188.2262	168.1962	5.5181	
mkirby849a_3_1_ax_MNI.img	CST_R	1469	147.9228	187.6572	167.7794	5.4478	
mkirby849a_3_1_ax_MNI.img	SCP_L	961	64.0012	186.7204	148.9188	21.4924	
mkirby849a_3_1_ax_MNI.img	SCP_R	901	84.5923	180.4619	152.8486	17.0785	
mkirby849a_3_1_ax_MNI.img	MCP_L	3681	76.9010	190.5970	158.0834	15.6909	
mkirby849a_3_1_ax_MNI.img	MCP_R	3862	79.3945	185.5749	159.3402	14.0264	
mkirby849a_3_1_ax_MNI.img	PCT_L	905	153.1265	182.9224	168.8891	5.2692	
mkirby849a_3_1_ax_MNI.img	PCT_R	785	148.1165	188.8058	167.9872	5.3208	
mkirby849a_3_1_ax_MNI.img	Medulla_L	2296	49.5922	197.2566	155.3005	24.0181	
mkirby849a_3_1_ax_MNI.img	Medulla_R	2502	60.1097	193.0854	157.5928	20.5408	
mkirby849a_3_1_ax_MNI.img	ML_L	950	142.6658	181.9769	163.1739	5.6555	
mkirby849a_3_1_ax_MNI.img	ML_R	1085	136.9605	181.1553	163.6809	6.0736	
mkirby849a_3_1_ax_MNI.img	Pons_L	306	104.0454	179.7763	162.6513	9.4525	
mkirby849a_3_1_ax_MNI.img	Pons_R	640	107.3064	181.6836	156.1690	10.6383	
mkirby849a_3_1_ax_MNI.img	ACR_L	13897	129.3260	185.2357	166.2426	5.5260	
mkirby849a_3_1_ax_MNI.img	ACR_R	14725	128.7593	190.8539	166.3571	5.7908	
mkirby849a_3_1_ax_MNI.img	SCR_L	16333	132.7184	181.8801	166.4192	4.6357	
mkirby849a_3_1_ax_MNI.img	SCR_R	16333	135.0295	182.5362	165.6973	4.2278	
mkirby849a_3_1_ax_MNI.img	PCR_L	7210	147.1679	178.5771	165.9441	3.7717	
mkirby849a_3_1_ax_MNI.img	PCR_R	6563	137.1528	179.1262	166.1367	3.8178	
mkirby849a_3_1_ax_MNI.img	GCC_L	3276	89.8410	188.7761	163.4556	12.1769	
mkirby849a_3_1_ax_MNI.img	GCC_R	3242	88.0126	184.2369	162.2879	11.6461	
mkirby849a_3_1_ax_MNI.img	BCC_L	4466	76.9058	181.9372	161.3507	13.1926	
mkirby849a_3_1_ax_MNI.img	BCC_R	4030	92.8973	181.7351	161.0801	13.4843	
mkirby849a_3_1_ax_MNI.img	SCC_L	6635	77.8727	185.9024	163.4477	12.1412	
mkirby849a_3_1_ax_MNI.img	SCC_R	7151	82.0733	186.0496	163.9952	11.3847	
mkirby849a_3_1_ax_MNI.img	PVWl_L	320	55.7539	161.0143	120.7199	23.3785	
mkirby849a_3_1_ax_MNI.img	PVWl_R	263	56.6326	164.8805	120.7984	24.2612	
mkirby849a_3_1_ax_MNI.img	ALIC_L	2033	133.6725	194.0039	168.0757	9.6974	
mkirby849a_3_1_ax_MNI.img	ALIC_R	2099	135.5167	190.7491	167.7560	8.8470	
mkirby849a_3_1_ax_MNI.img	PLIC_L	2871	140.2710	188.3259	169.2963	7.2703	
mkirby849a_3_1_ax_MNI.img	PLIC_R	2828	134.8903	192.9800	168.6209	7.5094	
mkirby849a_3_1_ax_MNI.img	RLIC_L	3158	135.5616	186.9786	168.3738	7.2576	
mkirby849a_3_1_ax_MNI.img	RLIC_R	3320	139.7169	185.8430	168.4980	6.1867	
mkirby849a_3_1_ax_MNI.img	EC_L	3667	79.8465	183.4940	144.8285	13.9271	
mkirby849a_3_1_ax_MNI.img	EC_R	3987	102.6575	185.3519	148.3530	12.5381	
mkirby849a_3_1_ax_MNI.img	CGC_L	3323	104.8338	179.7814	155.5086	14.2311	
mkirby849a_3_1_ax_MNI.img	CGC_R	3231	99.3520	186.0624	155.0103	14.6490	
mkirby849a_3_1_ax_MNI.img	CGH_L	1936	105.9891	186.2217	152.7988	15.0737	
mkirby849a_3_1_ax_MNI.img	CGH_R	1862	112.3139	180.8955	153.8880	14.2278	
mkirby849a_3_1_ax_MNI.img	Fx/ST_L	1541	92.3149	195.0376	152.0331	15.5279	
mkirby849a_3_1_ax_MNI.img	Fx/ST_R	1381	88.1547	184.9834	152.7083	14.9848	
mkirby849a_3_1_ax_MNI.img	Fx_L	608	50.7206	182.5737	119.1985	30.1264	
mkirby849a_3_1_ax_MNI.img	Fx_R	778	53.9555	178.8249	128.6168	27.9752	
mkirby849a_3_1_ax_MNI.img	IFO_L	2110	95.1915	193.6659	153.2439	18.5931	
mkirby849a_3_1_ax_MNI.img	IFO_R	2111	103.1844	191.5866	157.1408	18.5809	
mkirby849a_3_1_ax_MNI.img	PTR_L	9840	102.5931	185.6947	166.6008	7.4320	
mkirby849a_3_1_ax_MNI.img	PTR_R	6261	104.0037	183.7830	165.9608	8.7870	
mkirby849a_3_1_ax_MNI.img	SS_L	4138	99.1712	194.9180	162.7444	11.9812	
mkirby849a_3_1_ax_MNI.img	SS_R	5137	110.4756	188.0704	165.3179	9.4724	
mkirby849a_3_1_ax_MNI.img	SFO_L	342	123.3736	188.7411	160.1343	12.4393	
mkirby849a_3_1_ax_MNI.img	SFO_R	222	120.7697	176.2873	151.0176	10.7347	
mkirby849a_3_1_ax_MNI.img	SLF_L	9752	119.9726	185.6415	167.0375	6.8147	
mkirby849a_3_1_ax_MNI.img	SLF_R	11998	128.1258	185.5587	167.6166	5.2299	
mkirby849a_3_1_ax_MNI.img	Cl_L	520	86.4392	141.6251	117.6203	9.2440	
mkirby849a_3_1_ax_MNI.img	Cl_R	530	84.1277	142.5567	119.5691	8.7515	
mkirby849a_3_1_ax_MNI.img	Mammillary_R	89	80.6574	167.4576	130.3375	20.0076	
mkirby849a_3_1_ax_MNI.img	Mammillary_L	105	89.4480	165.4571	135.6694	17.0522	
mkirby849a_3_1_ax_MNI.img	LV_Frontal_L	3211	6.0208	121.9024	40.3288	21.5869	
mkirby849a_3_1_ax_MNI.img	LV_body_L	2602	3.3614	132.6738	41.9156	23.3461	
mkirby849a_3_1_ax_MNI.img	LV_atrium_L	1761	5.5601	121.4349	44.5338	24.2879	
mkirby849a_3_1_ax_MNI.img	LV_Occipital_L	197	5.7220	145.6565	69.9476	32.8302	
mkirby849a_3_1_ax_MNI.img	LV_Inferior_L	732	5.1839	149.6179	83.9569	26.9383	
mkirby849a_3_1_ax_MNI.img	LV_Frontal_R	2774	11.6592	124.0481	47.8261	23.4590	
mkirby849a_3_1_ax_MNI.img	LV_body_R	2189	5.4548	123.3774	44.3893	24.0117	
mkirby849a_3_1_ax_MNI.img	LV_atrium_R	1318	7.7777	132.1162	49.6652	23.6969	
